ilkid	gp	minutes	pts	reb	asts	turnover	fga	fgm
TIDRIHO01 	61	0	552	0	101	0	616	194
TIEMADA01 	29	176	34	22	27	0	57	15
TILLIDA01 	124	1256	425	314	42	73	435	184
TINGLJA01 	39	0	91	0	8	0	143	37
TINSLGE01 	133	1864	704	385	114	26	581	245
TINSLJA01 	398	12020	4144	1368	2786	1145	3946	1560
TISDAWA01 	840	23868	12878	5116	1077	1407	10575	5338
TODORMA01 	131	0	1445	455	386	0	1567	484
TOLBERA01 	261	2789	928	609	135	210	800	396
TOLBETO01 	312	5680	2030	1251	285	347	1647	757
TolliAn01 	19	207	52	41	17	7	65	19
TOLSODE01 	80	681	402	179	34	1	280	153
TOMJARU01 	768	25714	13383	6198	1573	332	11240	5630
TONEYAN01 	468	12608	7458	1009	1965	1394	5718	2859
TONEYSE01 	112	1410	409	98	235	114	381	139
TONKOAN01 	17	0	44	0	10	0	71	19
TOOLSAN01 	60	523	159	73	32	26	146	58
TOOMAJA01 	131	0	876	0	113	0	789	297
TOONEBE01 	23	124	55	34	12	16	64	23
TORGOIR01 	147	0	997	0	106	0	1451	357
TORMOGE01 	271	3223	1191	1122	257	0	1253	515
TORREOS01 	82	1182	442	134	43	57	377	151
TOSHEBI01 	203	6339	1859	608	661	0	2012	634
TOUGHBO01 	82	0	589	0	137	0	814	226
TOWEMO01  	64	576	189	55	136	81	179	72
TOWEMO01  	51	409	130	34	87	0	138	56
TOWERKE01 	53	416	98	69	7	19	91	39
TOWERWI01 	128	0	1198	0	313	0	1449	425
TOWNELI01 	60	543	257	67	32	34	248	109
TOWNSRA01 	154	2025	745	157	217	122	751	309
TRAPPGE01 	379	6863	3353	1466	375	0	3188	1417
TRAPPJO01 	25	342	127	72	20	25	128	54
TRAPPJO01 	279	4895	2066	1248	283	0	2014	846
TRAYLRO01 	438	6240	2085	1640	312	400	1774	841
TRENTGA01 	506	9865	4366	2276	504	599	3580	1792
TREPAJE01 	31	270	88	43	22	25	101	34
TRESVJO01 	559	12296	5118	3546	806	0	4256	1920
TRIPTDI01 	59	0	336	0	97	0	422	116
TRIPUKE01 	707	20959	12142	2703	2090	1697	9380	4434
TRIUTAN01 	16	86	39	38	2	7	42	18
TRYBACE01 	22	101	15	15	1	10	24	5
TSAKAIA01 	315	5009	1497	1237	101	268	1184	580
TSCHOJO01 	113	1216	277	208	69	0	354	126
TSIORLO01 	157	2977	910	751	165	0	1070	337
TSKITNI01 	172	1945	507	307	114	126	626	190
TUCKEAL01 	81	1799	941	392	100	129	810	377
TUCKEAL01 	271	5679	2600	1348	242	25	2347	1062
TuckeAl02 	36	329	160	39	12	14	143	60
TUCKEAN01 	61	981	243	170	68	56	210	96
TUCKEJI01 	99	1301	407	349	52	0	450	157
TuckePJ01 	17	85	30	23	3	6	22	11
TUCKETR01 	756	15671	6236	1520	1532	593	5632	2594
TURIARO01 	252	4408	1414	962	365	201	1060	536
TURKCMI01 	17	90	33	33	5	8	38	14
TURKOHI01 	678	18932	8355	2859	1859	1122	6784	2905
TURNEAN01 	170	2523	767	263	535	212	727	307
TURNEBI01 	294	4060	1597	1039	167	0	1481	603
TURNEEL01 	505	9006	2397	1375	914	455	2429	1049
TURNEGA01 	2	21	6	3	0	2	2	2
TURNEHE01 	66	464	224	78	29	38	179	81
TURNEHE02 	41	500	131	74	45	45	159	51
TURNEJA01 	65	922	282	154	77	0	308	111
TURNEJA02 	42	567	200	85	44	0	221	84
TURNEJE01 	612	11244	3697	2036	635	687	3304	1543
TURNEJO01 	42	345	117	78	12	32	98	43
TURNEWA01 	3	41	4	3	5	3	6	1
TURPIME01 	361	6871	3071	1655	183	431	2513	1297
TWARDDA01 	280	6921	2666	611	940	416	1614	891
TWARDDA01 	256	6320	2311	675	883	599	1522	763
TWYMAJA01 	823	26147	15840	5424	1861	0	13873	6237
TYLERBJ01 	55	808	195	62	174	97	189	72
TYLERTE01 	871	21742	8868	4675	1039	1140	7915	3831
TYRACH01  	348	7811	3091	2567	315	0	3131	1213
UDOKAIM01 	227	4639	1371	716	240	173	1209	518
UDRIHBE01 	344	7031	2720	654	988	492	2371	1055
UkicRo01  	72	892	301	75	153	60	324	123
UNSELWE01 	984	35832	10624	13769	3822	579	8586	4369
UPLINHA01 	23	268	86	31	26	0	94	33
UPSHAKE01 	120	1518	649	145	257	121	589	267
VACENST01 	83	1835	824	238	194	148	810	316
VALENDA01 	620	14395	5400	1318	3080	1240	4560	1993
VALENRO01 	24	123	84	30	7	16	98	37
VALLEJO01 	100	796	359	66	84	0	375	142
VANARDI01 	921	31771	15079	3807	3060	0	11661	5413
VANARTO01 	929	28682	14232	3942	2085	0	12763	5505
VANBRBU01 	175	0	826	0	256	0	794	242
VANBRJA01 	434	10155	2596	1778	815	506	2123	932
VANBRJA01 	164	3617	1100	794	363	266	830	378
VANCEGE01 	174	118	1437	103	399	0	1735	546
VANDEER01 	224	3600	2135	853	548	0	1942	818
VANDEKI01 	810	24521	15980	2785	1668	1310	11699	6139
VANDELO01 	15	31	9	6	1	0	14	3
VANEXNI01 	880	28972	12658	2545	5777	1850	11457	4636
VANHOKE01 	575	18145	9206	3909	900	1262	7659	3396
VANLINO01 	746	26171	8770	3596	5217	249	8003	3313
VANOSNI01 	68	842	222	240	59	68	230	88
VANTEDA01 	22	411	122	37	66	37	110	46
VANZADE01 	1	2	2	1	0	0	0	0
VARDARA01 	1	6	5	1	0	1	3	2
VAREJAN01 	311	7153	2043	2005	255	256	1534	773
VAUGHCH01 	164	5560	2901	491	271	321	2700	993
VAUGHCH01 	326	7049	2921	733	753	0	2757	1144
VAUGHDA01 	93	2593	998	913	135	200	1031	434
VAUGHDA02 	118	1156	341	361	36	98	324	137
VAUGHJA01 	775	12652	3463	1028	1919	791	3028	1300
VAUGHLO01 	689	16993	6984	4881	652	822	6074	3061
VAUGHVI01 	17	0	45	0	10	0	78	15
VERGABO01 	321	10538	6814	1318	987	514	5871	2572
VERGABO01 	21	216	104	18	17	0	93	42
VERHOPE01 	282	3220	1000	641	152	166	856	432
VETRAGU01 	13	89	45	8	6	2	40	19
VIANNJO01 	1	9	2	0	2	1	2	1
VILLACH01 	274	7270	3663	1735	339	397	3225	1455
VINCEJA01 	576	15556	8729	3167	1124	1099	7367	3490
VINCESA01 	396	7527	3106	819	1543	655	2591	1163
VinicMa01 	27	175	52	21	7	10	36	17
VINSOFR01 	13	67	17	1	1	6	24	6
VIRDECL01 	31	825	306	154	74	49	327	130
VOCEGA01  	1	4	2	2	0	0	3	1
VOLKEFL01 	54	0	397	0	112	0	527	163
VOLKOAL01 	149	2453	1019	384	333	154	853	388
VONNIST01 	59	0	313	0	143	0	336	120
VOSKUJA01 	450	6444	1814	1539	237	340	1381	673
VRANEDA01 	510	10624	2613	1998	594	519	2131	1056
VRANESL01 	1	3	0	0	0	0	1	0
VRANKST01 	170	2050	473	516	59	132	413	197
VROMABR01 	11	93	34	25	9	9	27	10
VROMAJA01 	87	1115	285	261	51	85	265	108
VUJACSA01 	342	5362	1826	617	440	182	1579	619
WADEDW01  	394	14923	9924	1925	2625	1497	7167	3465
WADEMA01  	12	126	8	15	36	13	20	3
WAFERVO01 	109	1454	676	140	82	73	612	252
WAGERCL01 	63	0	143	0	90	0	203	57
WAGNEDA01 	11	0	69	0	18	0	54	19
WAGNEDA02 	103	2202	964	142	195	136	967	354
WAGNEMI01 	53	496	215	35	76	34	204	86
WAGNEPH01 	12	180	36	23	14	18	41	11
WAITEGR01 	249	2547	606	540	121	153	589	270
WAKEFAN01 	81	633	187	80	73	81	192	68
WALKEAN01 	893	31527	15649	6892	3170	2504	14701	6086
WALKEAN02 	40	438	180	75	32	0	156	72
WalkeBi01 	29	218	88	29	13	18	58	36
WALKEBR01 	228	699	1603	549	328	0	1772	673
WALKECH01 	1032	33433	18831	7314	2126	0	14628	6876
WALKEDA01 	720	18601	6389	3134	3276	1461	5682	2469
WALKEFO01 	658	15036	4199	1686	3111	792	3537	1538
WALKEHO01 	65	1331	438	466	69	0	439	149
WALKEJI01 	698	23590	11655	1860	2429	0	10039	4624
WALKEKE01 	448	9050	3128	1793	299	351	2556	1240
WALKEPH01 	40	384	178	52	54	62	161	57
WALKESA01 	445	7613	2376	2089	252	403	2026	936
WALKEWA01 	565	10168	3968	1759	844	598	3685	1720
WALKNE01  	568	13832	7157	4392	1214	0	6386	2928
WALLABE01 	902	27854	5625	9243	1217	919	4887	2305
WALLAGE01 	468	13074	5770	2534	892	820	4340	2075
WALLAJO01 	381	6145	2901	1061	281	470	2496	1152
WALLAMI01 	61	0	556	0	58	0	809	225
WALLARA01 	1009	34163	15150	6994	1908	1622	12736	5999
WALLEDW01 	11	29	7	10	1	0	9	2
WALLEDW01 	9	97	33	43	5	1	28	12
WALLEJA01 	9	91	42	13	3	11	40	16
WALSHJI01 	10	72	20	15	8	0	27	5
WALSHMA01 	2	3	2	0	0	1	1	1
WALTERE01 	335	4602	1547	403	569	291	1296	572
WALTHIS01 	4	30	2	1	2	0	6	1
WALTHPA01 	370	7258	2838	1168	974	0	2671	968
WALTOBI01 	468	13250	6215	4923	1590	865	4900	2552
WALTOLL01 	341	5387	1442	370	1243	422	1319	599
WALTOLU01 	401	7708	2262	1289	1013	467	2003	887
WANGZH01  	137	1257	604	231	39	68	511	213
WANZEBO01 	568	12128	6924	1979	1830	0	5768	2268
WARBIPE01 	5	70	10	8	16	0	21	4
WARDCH01  	630	14081	3947	1648	2539	1038	3428	1400
WARDGE01  	169	2049	542	294	237	0	567	202
WARDHE01  	27	171	83	33	6	0	90	34
WARDHE01  	61	688	330	140	35	45	333	154
WAREJI01  	1	15	7	7	1	1	4	3
WAREJI01  	63	429	143	146	13	0	194	55
WARLEBE01 	148	3648	1919	912	152	214	1578	667
WARLEBE01 	288	4656	1767	1524	204	0	1454	600
WARLIBO01 	157	2460	1184	452	311	0	1209	496
WARLIBO01 	29	711	289	114	76	0	309	112
WARNECO01 	445	10508	2860	3353	494	0	2630	1190
WARREBO01 	486	9908	4347	1546	898	611	3471	1527
WARREJO01 	303	4931	1814	687	564	0	1754	754
WARRIBR01 	169	2379	677	218	437	214	592	262
WARRIHA01 	307	6662	3126	1326	223	399	2286	1142
WASHBCH01 	72	645	222	176	22	56	226	93
WASHIBO01 	2	5	0	0	0	0	1	0
WASHIBO01 	116	1790	700	234	413	0	619	246
WashiDa01 	18	145	53	20	15	14	48	21
WASHIDO01 	56	496	220	102	33	52	201	91
WASHIDU01 	19	184	54	24	39	11	47	18
WASHIDW01 	194	4044	1660	370	733	438	1472	666
WASHIER01 	104	2300	716	216	108	106	682	274
WASHIJI01 	774	22668	8168	6637	1105	0	7238	3253
WASHIKE01 	507	12815	4666	4232	695	629	3382	1778
WASHIRI01 	351	7874	3456	2204	409	433	3249	1472
WASHIST01 	1	4	0	0	0	0	1	0
WASHITR01 	426	13235	4499	4271	1027	671	3546	1885
WASHIWI01 	100	1700	731	450	57	161	640	318
WatkiDa01 	9	71	12	12	0	7	15	5
WATSOBO01 	63	702	175	87	79	0	223	72
WatsoCJ01 	109	2247	848	224	238	110	663	300
WATSOEA01 	597	13595	4370	1340	2759	1086	4015	1667
WATSOJA01 	102	1248	323	149	117	93	269	126
WATTSRO01 	28	92	40	39	2	0	46	12
WATTSSA01 	54	650	281	99	45	0	287	109
WATTSSL01 	437	11513	3901	1398	2678	239	3876	1602
WEATHCL01 	915	27740	10483	6846	1346	1431	8537	4025
WEATHNI01 	453	9680	4086	2232	418	319	3763	1712
WeaveKy01 	56	1167	299	130	101	69	246	113
WEBBECH01 	831	30844	17182	8125	3526	2313	15024	7192
WEBBJE01  	75	538	161	59	42	0	178	67
WEBBMA01  	9	51	39	10	2	5	25	13
WEBBSP01  	814	20288	8072	1742	4342	1623	6421	2903
WEBERFO01 	50	0	173	0	4	0	202	59
WEBSTEL01 	19	237	122	44	16	35	109	50
WEBSTJE01 	11	58	18	7	3	3	23	8
WEBSTMA01 	579	12966	4137	4044	722	835	3223	1575
WEBSTMA01 	38	398	165	174	30	38	120	55
WEBSTMA02 	219	4962	1777	666	176	202	1497	611
WEDMASC01 	906	25927	11916	4355	1771	883	10713	5153
WeemsSo01 	12	56	19	4	3	6	25	8
WEHRDI01  	9	0	12	0	3	0	21	5
WEIDNBR01 	8	38	8	11	0	2	9	2
WEISSBO01 	783	17277	5989	1398	2931	0	5346	2288
WEITZRI01 	25	75	33	10	8	0	46	12
WELLSBO01 	591	15138	7147	2737	1249	1215	6111	2814
WELLSBU01 	39	394	128	68	34	31	116	48
WELLSOW01 	33	214	99	35	22	0	100	42
WELLSRA01 	3	48	2	6	7	0	7	1
WELPCH01  	109	1173	359	265	43	66	314	140
WELSCJI01 	247	4591	1519	602	375	262	1281	516
WENNIBI01 	720	9739	3301	2148	440	440	3007	1379
WENSTMA01 	11	37	18	12	0	4	10	6
WERDARO01 	47	273	101	81	9	20	98	37
WERTIRA01 	68	0	246	0	45	0	438	92
WESLEDA01 	949	30278	11842	2405	4159	1808	10023	4248
WESLEWA01 	590	10306	5002	3243	385	0	4614	2002
WESTBDE01 	12	127	48	23	5	13	39	19
WestbRu01 	82	2671	1256	399	435	274	1095	436
WESTDA01  	379	11767	5827	2718	639	616	4824	2329
WESTDE01  	303	8791	3104	953	1133	506	2648	1183
WESTDO01  	676	16649	6477	1670	1292	823	5473	2631
WESTJE01  	932	36571	25192	5376	6238	0	19032	9016
WESTMA01  	1090	20213	6259	5347	428	1208	4356	2528
WestMa02  	117	535	102	105	32	22	83	35
WESTPPA01 	823	20947	12809	1580	3591	1117	10084	5079
WESTRO01  	4	14	4	5	0	0	5	2
WETZEJO01 	357	4714	1215	682	494	0	1085	465
WHALERO01 	23	211	49	43	17	14	57	23
WHATLEN01 	385	7108	2150	679	1754	687	1805	845
WHEATDE01 	80	740	265	56	127	57	243	93
WHEELCL01 	87	867	254	71	157	76	219	107
WHEELTY01 	1	3	4	0	2	0	1	1
WHITALU01 	3	15	2	1	1	0	6	1
WhiteDJ01 	7	128	62	32	6	3	50	26
WHITEDO01 	30	275	61	13	37	18	57	19
WHITEER01 	55	788	336	132	26	47	244	128
WHITEHE01 	38	315	90	48	47	0	84	34
WHITEHU01 	52	467	171	77	40	0	216	71
WHITEHU01 	68	990	407	187	70	0	424	163
WHITEJA01 	334	5916	1954	1944	63	397	1443	736
WhiteJa02 	10	150	57	20	6	8	46	21
WHITEJE01 	679	11828	4423	3268	374	696	3642	1810
WHITEJO01 	837	29941	14399	3345	4095	504	13884	6169
WHITERA01 	281	5382	2083	1366	175	372	1951	783
WHITERO01 	324	5410	2387	749	232	330	1919	971
WHITERO02 	218	3355	1540	485	237	285	1455	617
WHITERU01 	124	1185	384	120	112	42	382	156
WHITETO01 	49	581	261	31	59	47	249	111
WHITEWI01 	82	577	302	80	82	55	292	126
WHITFDW01 	8	122	40	25	2	8	30	13
WHITNCH01 	579	10054	3738	816	1613	619	3111	1227
WHITNCH02 	70	1048	404	146	87	62	377	174
WHITNHA01 	145	3032	1339	1102	168	126	1284	518
WICKSSI01 	760	25762	12803	6620	2437	667	11002	5046
WIDBYRO01 	20	137	58	45	4	7	70	27
WIERMU01  	56	0	429	0	107	0	480	157
WIESEBO01 	60	326	119	112	23	0	161	51
WIGGIMI01 	389	8105	3877	1235	609	453	3468	1596
WILBUKE01 	51	479	197	202	27	47	206	79
WILBUKE01 	3	26	11	10	2	0	9	5
WILCOCH01 	447	9714	4157	2374	367	557	3177	1674
WILCUDC01 	59	0	128	0	80	0	124	42
WILEYGE01 	300	6386	1273	2194	252	0	1174	553
WILEYGE01 	9	85	18	20	2	2	20	7
WILEYMI01 	94	1284	692	246	63	99	497	279
WILEYMO01 	295	3843	1078	341	722	311	1023	421
WILFOWI01 	268	4810	1826	910	565	0	1897	684
WILKEBO01 	536	14883	5424	2236	1835	1156	5313	2256
WILKEJA01 	828	27275	14644	5117	2050	1211	12471	6226
WILKEJA02 	114	1531	547	274	104	101	484	224
WILKELE01 	1077	38064	17772	5030	7211	0	14327	6189
WILKIDA01 	12	45	14	4	2	4	16	4
WILKIDA02 	310	6570	2359	802	476	343	2091	876
WILKIDO01 	1074	38113	26668	7169	2677	2669	21589	9963
WILKIED01 	322	3787	1534	1002	62	288	1267	596
WILKIGE01 	900	26087	11745	2645	2703	1683	10569	4758
WILKIJE01 	454	10004	3575	2574	462	631	3270	1501
WILKSMI01 	227	2185	575	224	266	112	527	211
WILLIAA01 	715	12007	4122	2790	485	665	3191	1573
WILLIAL01 	460	12610	4161	1140	1877	623	3950	1664
WILLIAL02 	11	70	43	26	5	0	43	19
WILLIAR01 	541	9329	2876	1700	2377	0	2872	1175
WILLIAR01 	7	89	16	12	20	10	12	8
WILLIBE01 	128	1936	890	240	278	0	979	363
WILLIBE01 	155	3231	1732	283	278	264	1666	711
WILLIBO01 	24	203	70	59	7	0	50	22
WILLIBR01 	18	163	41	18	3	12	57	17
WILLIBU01 	1307	42464	16784	13018	1646	2786	11661	6404
WILLICH01 	372	11444	6020	1157	992	741	5998	2337
WILLICH02 	138	2869	754	238	449	156	646	286
WILLICH02 	500	15025	6140	1251	2420	936	4757	2239
WILLICH03 	22	65	37	4	7	0	47	14
WILLICL01 	3	18	4	3	2	0	9	2
WILLICO01 	39	288	92	37	29	13	98	36
WILLICO02 	822	18745	9147	3184	972	1316	7355	3603
WILLIDE01 	310	10828	5028	900	2691	898	3989	1862
WILLIDO01 	77	1794	506	106	183	107	519	232
WILLIEA01 	146	1882	664	814	126	20	671	290
WILLIER01 	658	15734	5642	2139	936	789	4490	1865
WILLIFL01 	71	1239	665	181	142	177	643	297
WILLIFR01 	323	6606	4738	510	516	568	4198	1959
WILLIFR02 	86	952	253	77	166	83	261	92
WILLIGE01 	1	8	0	0	0	0	1	0
WILLIGU01 	825	25645	14093	2222	4597	1646	12570	5793
WILLIGU02 	26	144	68	33	9	8	68	31
WILLIHA01 	40	468	173	96	26	32	173	76
WILLIHE01 	1102	28484	11944	6509	1856	1929	10781	5037
WILLIHO01 	887	26327	9784	5998	1591	1207	7681	3688
WILLIJA01 	475	9805	3472	3584	287	515	3092	1360
WILLIJA02 	678	21188	7719	1653	4261	1538	7205	2854
WILLIJA03 	75	1961	714	195	350	171	685	273
WilliJa04 	10	20	12	2	0	1	12	5
WILLIJE01 	587	12753	3865	3743	474	587	2839	1425
WILLIJO01 	435	10952	4406	2201	1262	684	3921	1769
WILLIJO02 	228	6391	3215	552	628	541	2903	1371
WILLIJO02 	288	9149	5802	722	813	565	5236	2353
WilliJu01 	49	455	165	164	2	19	117	67
WILLIKE01 	1424	38359	17253	11901	1328	2520	14572	7095
WILLIKE02 	260	2947	1268	356	319	254	1138	495
WILLIKE03 	260	2918	1247	693	161	136	1070	547
WILLILO01 	253	5535	757	1596	247	236	721	338
WILLILO02 	251	4620	2277	422	615	335	1859	771
WILLIMA01 	410	12279	5555	1297	1954	915	4763	2140
WILLIMA02 	284	8994	3541	1560	402	407	2777	1250
WilliMa03 	142	2233	861	271	413	222	838	324
WilliMa04 	13	39	14	12	3	0	22	7
WILLIMI01 	413	10403	4533	1050	2385	938	3170	1470
WILLIMI02 	4	95	22	13	12	10	19	11
WILLIMI02 	68	645	236	51	125	0	203	86
WILLIMI03 	21	102	15	23	2	3	18	6
WILLIMO01 	456	7625	2884	1296	544	555	2375	1143
WILLINA01 	642	14869	7709	2469	963	176	7151	3278
WILLIPE01 	58	583	153	147	15	20	113	68
WILLIRA01 	655	18462	10158	2370	3779	2099	8794	3962
WILLIRE01 	599	16013	7508	2393	1492	1051	6848	2992
WILLIRI01 	44	346	147	38	37	38	135	56
WILLIRO01 	516	11478	4797	971	1818	0	4214	1858
WILLIRO02 	153	3367	1319	330	825	354	1139	500
WILLISA01 	66	672	255	116	64	0	252	89
WILLISA02 	257	4528	1628	1146	156	308	1335	668
WILLISC01 	746	12221	3717	3506	431	545	3401	1588
WilliSe01 	105	1633	487	398	41	90	378	193
WILLISH01 	325	5352	1892	518	765	331	1684	676
WilliSh02 	125	1688	659	306	83	87	588	250
WilliSh03 	190	2797	885	793	75	165	734	328
WILLISL01 	305	6617	3327	1287	603	540	2765	1322
WILLITR01 	47	427	151	111	22	36	132	62
WILLIVA01 	38	295	148	68	15	0	141	62
WILLIWA01 	708	18821	8385	2794	1637	1321	7013	2978
WILLIWA02 	53	0	215	0	82	0	257	61
WILLIWI01 	25	105	23	23	8	0	42	10
WILLOBI01 	488	8647	2930	1891	413	390	2606	1224
WILLODE01 	25	508	190	51	66	37	179	61
WILSOBO01 	63	1308	236	210	108	0	264	79
WILSOBO02 	69	1562	616	450	55	127	581	226
WILSOBO03 	143	1498	792	167	110	6	809	345
WILSOGE01 	410	5768	2216	2144	307	0	2261	841
WILSOIS01 	30	386	190	39	72	41	159	68
WILSOIS01 	48	322	167	47	41	0	177	63
WILSOJA01 	70	815	366	187	45	63	360	136
WILSOJI01 	6	44	6	6	8	0	8	1
WILSOMI01 	32	338	108	36	45	28	89	39
WILSONI01 	15	54	19	11	3	5	23	7
WILSOOT01 	127	2049	535	212	424	172	476	216
WILSORI01 	66	648	194	79	83	49	211	83
WILSORI02 	24	420	125	27	69	25	110	43
WILSOST01 	48	297	148	52	35	3	155	57
WILSOTH01 	16	143	17	16	12	8	25	7
WILSOTR01 	103	1609	591	353	99	117	518	236
WINCHKE01 	122	1028	417	131	46	47	414	172
WINDITO01 	9	193	36	47	32	0	60	16
WINDSJO01 	11	68	27	26	2	0	27	10
WINFILE01 	403	7383	2959	828	1003	0	2511	1191
WINGADA01 	740	13238	4166	1420	1376	853	3798	1690
WINGFDO01 	114	1146	423	275	76	89	404	157
WINGOHA01 	212	2814	1023	745	128	0	863	396
WINKLMA01 	3	14	8	4	2	0	10	3
WINKLMA01 	20	155	40	16	12	12	54	15
WINSLRI01 	7	45	7	7	2	4	13	3
WINTEBR01 	650	19938	10537	1688	2674	1014	9457	4490
WINTETR01 	1	5	0	3	0	0	0	0
WINTEVO01 	4	17	6	3	0	2	13	3
WISESK01  	2	10	4	3	1	2	4	2
WISEWI01  	475	17025	9110	4322	1452	890	7297	3478
WISEWI01  	77	1413	617	256	142	0	516	237
WITTELU01 	118	1098	372	357	60	0	371	149
WITTMGR01 	60	523	212	117	15	0	229	86
WITTMRA01 	543	11594	4034	760	1201	441	3636	1823
WITTSGA01 	46	493	132	62	38	35	84	49
WOHLDA01  	410	8142	2553	558	1397	16	2361	1015
WOLFJO01  	592	9636	2485	1933	596	509	2523	1068
WOLKORU01 	41	329	80	47	4	13	83	27
WOODAL01  	417	9939	4902	1262	742	569	4254	1980
WOODBO01  	6	0	7	0	1	0	14	3
WOODDA01  	412	5551	1602	1004	291	236	1263	567
WOODHO01  	42	342	144	65	9	15	120	55
WOODLE01  	274	4531	1742	316	867	266	1525	598
WOODSLO01 	215	2427	555	683	74	138	496	208
WOODSMI01 	786	20021	10981	1838	1822	1331	9364	4368
WOODSQY01 	167	2062	691	385	105	138	621	281
WOODSRA01 	151	1093	356	93	257	110	338	115
WOODSTO01 	18	184	42	55	4	9	43	14
WOOLLBO01 	19	234	84	69	6	0	82	32
WOOLROR01 	851	24041	13623	3696	1609	1747	10037	5150
WORKMHA01 	359	7202	1967	819	1410	538	1786	748
WORKMMA01 	79	1181	386	230	44	0	468	155
WORKMTO01 	41	181	109	52	5	0	94	41
WORKMTO01 	84	1130	665	273	70	0	555	249
WORSLWI01 	24	460	145	35	39	32	123	36
WORTHJA01 	926	30001	16320	4708	2791	1859	13204	6878
WORTHSA01 	69	967	239	116	118	93	197	97
WRIGHAN01 	224	4309	1178	494	227	170	1096	454
WRIGHBR01 	16	145	54	54	1	15	51	21
WRIGHBR02 	26	327	129	39	20	14	111	45
WrighBr03 	76	1061	470	255	29	36	357	191
WRIGHDO01 	139	2630	823	543	168	117	731	336
WRIGHHO01 	53	616	237	80	63	1	245	94
WRIGHHO02 	19	174	62	47	3	11	52	23
WRIGHJO01 	77	931	303	218	36	0	278	133
WRIGHJO01 	26	336	133	73	2	28	125	55
WrighJu01 	110	1410	458	267	83	77	402	198
WRIGHLA01 	343	6834	2824	550	1165	436	2558	1190
WRIGHLE01 	27	426	65	138	15	22	73	28
WRIGHLO01 	335	8707	3590	913	641	292	3544	1443
WRIGHLO02 	779	18540	6191	4943	622	877	5573	2556
WRIGHLU01 	15	92	19	10	0	6	23	8
WRIGHSH01 	203	4531	1974	1023	118	355	1706	777
WUYCIDE01 	157	1684	684	323	128	181	593	273
WYDNEAJ01 	6	39	12	3	8	4	12	3
YARBRVI01 	59	1381	404	162	130	81	427	167
YARDLGE01 	472	15767	9063	4220	815	0	7572	3193
YATESBA01 	24	144	69	40	7	0	83	31
YATESWA01 	37	263	72	94	16	0	105	31
YELVECH01 	69	1227	545	201	81	0	530	206
YONAKRI01 	10	70	33	27	3	2	26	14
YOUNGDA01 	574	9536	2622	709	1674	472	2253	984
YOUNGKO01 	3	15	13	4	1	1	10	5
YOUNGMI01 	49	472	223	88	24	15	202	94
YoungNi01 	157	2994	1453	265	158	187	1234	546
YOUNGPE01 	9	72	13	8	7	4	21	6
YoungTh01 	149	4136	1755	691	144	182	1450	739
YOUNGTI01 	25	137	54	35	5	9	39	13
YueSu01   	10	28	6	0	2	3	11	3
ZASLOMA01 	540	6760	7990	864	1093	0	8313	2854
ZAWOLRO01 	179	3534	1210	732	217	0	1065	396
ZELLEDA01 	61	278	90	27	58	0	102	36
ZELLEGA01 	90	779	289	102	39	9	374	124
ZELLEHA01 	48	0	362	0	31	0	382	120
ZENOTO01  	8	59	14	14	1	9	21	6
ZEVENPH01 	8	58	30	13	3	4	27	15
ZIDEKGE01 	135	1328	453	286	32	69	395	161
ZIMMEDE01 	2	32	4	4	7	4	3	2
ZOETJI01  	7	30	2	8	1	4	5	1
ZOPFBI01  	53	398	118	46	73	0	135	49
ZUNICMA01 	56	0	273	0	50	0	323	98
								
(4051 row(s) affected)								
